,钢号,试验单位,缺口形状,试样尺寸,取样方向,试验方法,炉号,热处理号,温度,样品数,屈服点,序号,试验单位-化学成分,铈,镧,钙,钴,铝(不可溶),铝(可溶),铌,钛,硼,铜,钨,钒,钼,镍,铬,硫,磷,锰,硅,碳,锶,硒,钠,汞,镉,银,砷,铋,锌,锑,锡,铅,铁,稀土,氮气,氧气,氢气,氮,氧,氢,镁,试验单位-金相组织,夹杂物,渗氮,渗碳,金相组织,最大晶粒度,晶粒度,马氏体转变开,热处理工艺
156,0Cr17Ni4Cu4Nb,哈尔滨汽轮机厂,光滑,_,纵向,GB433-84,88135,33.0,20.0,2.0,717.0,48.0,哈尔滨汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.013,0.24,0.0,0.0,3.4,0.0,0.0,0.0,4.6,15.51,0.008,0.022,0.3,0.52,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,,,,,,,,,热处理4:NaN;热处理3:NaN;热处理2:最终时效 640℃ 4(h) 空冷;热处理1:固溶热处理 1040℃ 1(h) 空冷;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
157,0Cr17Ni4Cu4Nb,哈尔滨汽轮机厂,光滑,_,纵向,GB433-84,88135,33.0,80.0,2.0,732.0,49.0,哈尔滨汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.013,0.24,0.0,0.0,3.4,0.0,0.0,0.0,4.6,15.51,0.008,0.022,0.3,0.52,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,,,,,,,,,热处理4:NaN;热处理3:NaN;热处理2:最终时效 640℃ 4(h) 空冷;热处理1:固溶热处理 1040℃ 1(h) 空冷;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
158,0Cr17Ni4Cu4Nb,哈尔滨汽轮机厂,光滑,_,纵向,GB433-84,88135,33.0,100.0,2.0,737.0,50.0,哈尔滨汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.013,0.24,0.0,0.0,3.4,0.0,0.0,0.0,4.6,15.51,0.008,0.022,0.3,0.52,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,,,,,,,,,热处理4:NaN;热处理3:NaN;热处理2:最终时效 640℃ 4(h) 空冷;热处理1:固溶热处理 1040℃ 1(h) 空冷;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
159,0Cr17Ni4Cu4Nb,哈尔滨汽轮机厂,光滑,_,纵向,GB433-84,88135,33.0,200.0,2.0,700.0,51.0,哈尔滨汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.013,0.24,0.0,0.0,3.4,0.0,0.0,0.0,4.6,15.51,0.008,0.022,0.3,0.52,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,,,,,,,,,热处理4:NaN;热处理3:NaN;热处理2:最终时效 640℃ 4(h) 空冷;热处理1:固溶热处理 1040℃ 1(h) 空冷;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
160,0Cr17Ni4Cu4Nb,哈尔滨汽轮机厂,光滑,_,纵向,GB433-84,88135,33.0,300.0,2.0,680.0,52.0,哈尔滨汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.013,0.24,0.0,0.0,3.4,0.0,0.0,0.0,4.6,15.51,0.008,0.022,0.3,0.52,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,,,,,,,,,热处理4:NaN;热处理3:NaN;热处理2:最终时效 640℃ 4(h) 空冷;热处理1:固溶热处理 1040℃ 1(h) 空冷;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
161,0Cr17Ni4Cu4Nb,哈尔滨汽轮机厂,光滑,_,纵向,GB433-84,88135,33.0,350.0,2.0,660.0,53.0,哈尔滨汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.013,0.24,0.0,0.0,3.4,0.0,0.0,0.0,4.6,15.51,0.008,0.022,0.3,0.52,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,,,,,,,,,热处理4:NaN;热处理3:NaN;热处理2:最终时效 640℃ 4(h) 空冷;热处理1:固溶热处理 1040℃ 1(h) 空冷;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
162,0Cr17Ni4Cu4Nb,哈尔滨汽轮机厂,光滑,_,纵向,GB433-84,88135,33.0,400.0,2.0,652.0,54.0,哈尔滨汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.013,0.24,0.0,0.0,3.4,0.0,0.0,0.0,4.6,15.51,0.008,0.022,0.3,0.52,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,,,,,,,,,热处理4:NaN;热处理3:NaN;热处理2:最终时效 640℃ 4(h) 空冷;热处理1:固溶热处理 1040℃ 1(h) 空冷;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
163,0Cr17Ni4Cu4Nb,哈尔滨汽轮机厂,光滑,_,纵向,GB433-84,88135,33.0,500.0,2.0,570.0,55.0,哈尔滨汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.013,0.24,0.0,0.0,3.4,0.0,0.0,0.0,4.6,15.51,0.008,0.022,0.3,0.52,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,,,,,,,,,热处理4:NaN;热处理3:NaN;热处理2:最终时效 640℃ 4(h) 空冷;热处理1:固溶热处理 1040℃ 1(h) 空冷;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
164,0Cr17Ni4Cu4Nb,哈尔滨汽轮机厂,光滑,_,纵向,GB433-84,88135,33.0,600.0,2.0,460.0,56.0,哈尔滨汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.013,0.24,0.0,0.0,3.4,0.0,0.0,0.0,4.6,15.51,0.008,0.022,0.3,0.52,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,,,,,,,,,热处理4:NaN;热处理3:NaN;热处理2:最终时效 640℃ 4(h) 空冷;热处理1:固溶热处理 1040℃ 1(h) 空冷;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
165,0Cr19Ni9,上海材料研究所,光滑,Φ10,纵向,GB228-87,01891,1.0,25.0,5.0,204.0,1.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,18.0,0.015,0.0078,1.28,0.405,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海材料研究所,NaN,NaN,NaN,奥氏体+少量碳化物,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1080-1130℃ 水冷;正火:NaN;退火:NaN
166,0Cr19Ni9,上海材料研究所,光滑,Φ10,纵向,GB228-87,01892,1.0,25.0,5.0,220.0,2.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.65,18.27,0.013,0.029,1.01,0.85,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1080-1130℃ 水冷;正火:NaN;退火:NaN
167,10,上海成套所,光滑,_,纵向,GB228-76,89101,1.0,25.0,9.0,279.0,1.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.14,0.08,0.01,0.01,0.46,0.27,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海发电设备成套所,NaN,NaN,NaN,铁素体+珠光体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:900℃;退火:NaN
168,10,上海成套所,光滑,_,纵向,GB228-76,89101,1.0,25.0,7.0,265.0,2.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.14,0.08,0.01,0.01,0.46,0.27,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海发电设备成套所,NaN,NaN,NaN,铁素体+珠光体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:900℃;退火:NaN
169,10,上海成套所,光滑,_,纵向,GB228-76,89102,1.0,25.0,10.0,286.0,3.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.15,0.09,0.011,0.011,0.48,0.31,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海发电设备成套所,NaN,NaN,NaN,铁素体+珠光体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:900℃;退火:NaN
170,10,上海成套所,光滑,_,纵向,GB228-76,89102,1.0,25.0,6.0,293.0,4.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.15,0.09,0.011,0.011,0.48,0.31,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海发电设备成套所,NaN,NaN,NaN,铁素体+珠光体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:900℃;退火:NaN
171,10,上海成套所,光滑,_,纵向,GB228-76,89103,1.0,25.0,7.0,297.0,5.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.04,0.04,0.013,0.012,0.5,0.29,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海发电设备成套所,NaN,NaN,NaN,铁素体+珠光体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:900℃;退火:NaN
172,10,上海成套所,光滑,_,纵向,GB228-76,89103,1.0,25.0,8.0,296.0,6.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.04,0.04,0.013,0.012,0.5,0.29,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海发电设备成套所,NaN,NaN,NaN,铁素体+珠光体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:900℃;退火:NaN
173,10,上海成套所,光滑,_,纵向,GB228-76,89104,2.0,25.0,1.0,284.0,7.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.02,0.53,0.22,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,铁素体+珠光体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
174,10,上海成套所,光滑,_,纵向,GB4338-84,89101,1.0,20.0,16.0,273.0,8.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.14,0.08,0.01,0.01,0.46,0.27,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海发电设备成套所,NaN,NaN,NaN,铁素体+珠光体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:900℃;退火:NaN
175,10,上海成套所,光滑,_,纵向,GB4338-84,89101,1.0,100.0,18.0,252.0,9.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.14,0.08,0.01,0.01,0.46,0.27,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海发电设备成套所,NaN,NaN,NaN,铁素体+珠光体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:900℃;退火:NaN
176,10,上海成套所,光滑,_,纵向,GB4338-84,89101,1.0,200.0,18.0,251.0,10.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.14,0.08,0.01,0.01,0.46,0.27,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海发电设备成套所,NaN,NaN,NaN,铁素体+珠光体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:900℃;退火:NaN
177,10,上海成套所,光滑,_,纵向,GB4338-84,89101,1.0,250.0,18.0,233.0,11.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.14,0.08,0.01,0.01,0.46,0.27,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海发电设备成套所,NaN,NaN,NaN,铁素体+珠光体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:900℃;退火:NaN
178,10,上海成套所,光滑,_,纵向,GB4338-84,89101,1.0,300.0,18.0,187.0,12.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.14,0.08,0.01,0.01,0.46,0.27,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海发电设备成套所,NaN,NaN,NaN,铁素体+珠光体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:900℃;退火:NaN
179,10,上海成套所,光滑,_,纵向,GB4338-84,89101,1.0,350.0,18.0,172.0,13.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.14,0.08,0.01,0.01,0.46,0.27,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海发电设备成套所,NaN,NaN,NaN,铁素体+珠光体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:900℃;退火:NaN
180,10,上海成套所,光滑,_,纵向,GB4338-84,89101,1.0,400.0,18.0,156.0,14.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.14,0.08,0.01,0.01,0.46,0.27,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海发电设备成套所,NaN,NaN,NaN,铁素体+珠光体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:900℃;退火:NaN
181,10,上海成套所,光滑,_,纵向,GB4338-84,89101,1.0,450.0,15.0,154.0,15.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.14,0.08,0.01,0.01,0.46,0.27,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海发电设备成套所,NaN,NaN,NaN,铁素体+珠光体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:900℃;退火:NaN
182,10,上海成套所,光滑,_,纵向,GB4338-84,89101,1.0,500.0,15.0,138.0,16.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.14,0.08,0.01,0.01,0.46,0.27,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海发电设备成套所,NaN,NaN,NaN,铁素体+珠光体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:900℃;退火:NaN
183,10,上海成套所,光滑,_,纵向,GB4338-84,89102,1.0,20.0,16.0,290.0,17.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.15,0.09,0.011,0.011,0.48,0.31,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海发电设备成套所,NaN,NaN,NaN,铁素体+珠光体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:900℃;退火:NaN
184,10,上海成套所,光滑,_,纵向,GB4338-84,89102,1.0,100.0,18.0,258.0,18.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.15,0.09,0.011,0.011,0.48,0.31,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海发电设备成套所,NaN,NaN,NaN,铁素体+珠光体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:900℃;退火:NaN
185,10,上海成套所,光滑,_,纵向,GB4338-84,89102,1.0,200.0,18.0,247.0,19.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.15,0.09,0.011,0.011,0.48,0.31,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海发电设备成套所,NaN,NaN,NaN,铁素体+珠光体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:900℃;退火:NaN
186,10,上海成套所,光滑,_,纵向,GB4338-84,89102,1.0,250.0,18.0,232.0,20.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.15,0.09,0.011,0.011,0.48,0.31,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海发电设备成套所,NaN,NaN,NaN,铁素体+珠光体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:900℃;退火:NaN
187,10,上海成套所,光滑,_,纵向,GB4338-84,89102,1.0,300.0,18.0,191.0,21.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.15,0.09,0.011,0.011,0.48,0.31,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海发电设备成套所,NaN,NaN,NaN,铁素体+珠光体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:900℃;退火:NaN
188,10,上海成套所,光滑,_,纵向,GB4338-84,89102,1.0,350.0,18.0,157.0,22.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.15,0.09,0.011,0.011,0.48,0.31,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海发电设备成套所,NaN,NaN,NaN,铁素体+珠光体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:900℃;退火:NaN
189,10,上海成套所,光滑,_,纵向,GB4338-84,89102,1.0,400.0,18.0,154.0,23.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.15,0.09,0.011,0.011,0.48,0.31,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海发电设备成套所,NaN,NaN,NaN,铁素体+珠光体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:900℃;退火:NaN
190,10,上海成套所,光滑,_,纵向,GB4338-84,89102,1.0,450.0,14.0,150.0,24.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.15,0.09,0.011,0.011,0.48,0.31,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海发电设备成套所,NaN,NaN,NaN,铁素体+珠光体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:900℃;退火:NaN
191,10,上海成套所,光滑,_,纵向,GB4338-84,89102,1.0,500.0,15.0,133.0,25.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.15,0.09,0.011,0.011,0.48,0.31,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海发电设备成套所,NaN,NaN,NaN,铁素体+珠光体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:900℃;退火:NaN
192,10,上海成套所,光滑,_,纵向,GB4338-84,89103,1.0,20.0,13.0,295.0,26.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.04,0.04,0.013,0.012,0.5,0.29,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海发电设备成套所,NaN,NaN,NaN,铁素体+珠光体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:900℃;退火:NaN
193,10,上海成套所,光滑,_,纵向,GB4338-84,89103,1.0,20.0,2.0,306.0,27.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.04,0.04,0.013,0.012,0.5,0.29,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海发电设备成套所,NaN,NaN,NaN,铁素体+珠光体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:900℃;退火:NaN
194,10,上海成套所,光滑,_,纵向,GB4338-84,89103,1.0,100.0,12.0,268.0,28.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.04,0.04,0.013,0.012,0.5,0.29,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海发电设备成套所,NaN,NaN,NaN,铁素体+珠光体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:900℃;退火:NaN
