C,Mn,Si,P,S,Cr,Mo,V,Ni,W,Ce,La,Ca,Co,Nb,Ti,B,Cu,Sr,Se,Na,Hg,Cd,Ag,As,Bi,Zn,Sb,Sn,Pb,Fe,N,O,H,Mg,热处理1,热处理2,热处理3,热处理4,渗氮,渗碳,回火,淬火,正火,退火,熔炼方式,热加工方式,热处理工艺,伸长率5
0.035,0.16,0.1,0.005,0.003,15.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.96,2.56,0.0029,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,6.98,0.0,0.0,0.0,0.0028,19.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
0.035,0.16,0.1,0.005,0.003,15.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.96,2.56,0.0029,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,6.98,0.0,0.0,0.0,0.0028,19.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
0.035,0.16,0.1,0.005,0.003,15.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.96,2.56,0.0029,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,6.98,0.0,0.0,0.0,0.0028,19.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
0.035,0.16,0.1,0.005,0.003,15.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.96,2.56,0.0029,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,6.98,0.0,0.0,0.0,0.0028,19.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
0.035,0.16,0.1,0.005,0.003,15.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.96,2.56,0.0029,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,6.98,0.0,0.0,0.0,0.0028,19.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
0.035,0.16,0.1,0.005,0.003,15.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.96,2.56,0.0029,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,6.98,0.0,0.0,0.0,0.0028,19.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
0.035,0.16,0.1,0.005,0.003,15.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.96,2.56,0.0029,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,6.98,0.0,0.0,0.0,0.0028,19.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
0.035,0.16,0.1,0.005,0.003,15.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.96,2.56,0.0029,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,6.98,0.0,0.0,0.0,0.0028,19.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
0.035,0.16,0.1,0.005,0.003,15.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.96,2.56,0.0029,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,6.98,0.0,0.0,0.0,0.0028,19.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
0.035,0.16,0.1,0.005,0.003,15.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.96,2.56,0.0029,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,6.98,0.0,0.0,0.0,0.0028,19.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
0.035,0.16,0.1,0.005,0.003,15.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.96,2.56,0.0029,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,6.98,0.0,0.0,0.0,0.0028,19.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
0.035,0.16,0.1,0.005,0.003,15.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.96,2.56,0.0029,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,6.98,0.0,0.0,0.0,0.0028,19.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
0.035,0.16,0.1,0.005,0.003,15.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.96,2.56,0.0029,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,6.98,0.0,0.0,0.0,0.0028,19.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
0.035,0.16,0.1,0.005,0.003,15.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.96,2.56,0.0029,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,6.98,0.0,0.0,0.0,0.0028,19.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
0.035,0.16,0.1,0.005,0.003,15.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.96,2.56,0.0029,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,6.98,0.0,0.0,0.0,0.0028,19.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
0.035,0.16,0.1,0.005,0.003,15.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.96,2.56,0.0029,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,6.98,0.0,0.0,0.0,0.0028,19.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
0.035,0.16,0.1,0.005,0.003,15.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.96,2.56,0.0029,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,6.98,0.0,0.0,0.0,0.0028,19.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.75,0.005,0.0,0.08,0.15,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,54.3
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.75,0.005,0.0,0.08,0.15,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,58.1
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.75,0.005,0.0,0.08,0.15,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,12.7
0.06,0.535,0.29,0.025,0.005,9.21,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,256.0,0.0,11.0,0.0,0.0,0.0,0.0,32.3
0.06,0.535,0.29,0.025,0.005,9.21,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,256.0,0.0,11.0,0.0,0.0,0.0,0.0,30.0
0.06,0.535,0.29,0.025,0.005,9.21,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,256.0,0.0,11.0,0.0,0.0,0.0,0.0,41.7
0.06,0.535,0.29,0.025,0.005,9.21,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,256.0,0.0,11.0,0.0,0.0,0.0,0.0,29.3
0.06,0.535,0.29,0.025,0.005,9.21,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,256.0,0.0,11.0,0.0,0.0,0.0,0.0,28.7
0.06,0.535,0.29,0.025,0.005,9.21,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,256.0,0.0,11.0,0.0,0.0,0.0,0.0,43.7
0.06,0.535,0.29,0.025,0.005,9.21,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,256.0,0.0,11.0,0.0,0.0,0.0,0.0,31.7
0.06,0.535,0.29,0.025,0.005,9.21,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,256.0,0.0,11.0,0.0,0.0,0.0,0.0,42.0
0.06,0.535,0.29,0.025,0.005,9.21,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,256.0,0.0,11.0,0.0,0.0,0.0,0.0,31.3
0.06,0.535,0.29,0.025,0.005,9.21,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,256.0,0.0,11.0,0.0,0.0,0.0,0.0,47.3
0.06,0.535,0.29,0.025,0.005,9.21,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,256.0,0.0,11.0,0.0,0.0,0.0,0.0,31.3
0.06,0.535,0.29,0.025,0.005,9.21,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,256.0,0.0,11.0,0.0,0.0,0.0,0.0,45.3
0.06,0.535,0.29,0.025,0.005,9.21,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,256.0,0.0,11.0,0.0,0.0,0.0,0.0,39.7
0.06,0.535,0.29,0.025,0.005,9.21,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,256.0,0.0,11.0,0.0,0.0,0.0,0.0,51.0
0.06,0.535,0.29,0.025,0.005,9.21,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,256.0,0.0,11.0,0.0,0.0,0.0,0.0,34.0
0.06,0.535,0.29,0.025,0.005,9.21,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,256.0,0.0,11.0,0.0,0.0,0.0,0.0,41.7
0.06,0.535,0.29,0.025,0.005,9.21,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,256.0,0.0,11.0,0.0,0.0,0.0,0.0,42.7
0.12,1.01,0.27,0.028,0.005,0.49,0.32,0.033,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,203.0,141.0,0.0,0.0,0.0,0.0,0.0,16.5
0.12,1.01,0.27,0.028,0.005,0.49,0.32,0.033,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,203.0,141.0,0.0,0.0,0.0,0.0,0.0,19.0
0.12,1.01,0.27,0.028,0.005,0.49,0.32,0.033,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,203.0,141.0,0.0,0.0,0.0,0.0,0.0,21.0
0.12,1.01,0.27,0.028,0.005,0.49,0.32,0.033,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,203.0,141.0,0.0,0.0,0.0,0.0,0.0,19.0
0.12,1.01,0.27,0.028,0.005,0.49,0.32,0.033,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,203.0,141.0,0.0,0.0,0.0,0.0,0.0,22.0
0.12,1.01,0.27,0.028,0.005,0.49,0.32,0.033,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,203.0,141.0,0.0,0.0,0.0,0.0,0.0,21.0
0.12,1.01,0.27,0.028,0.005,0.49,0.32,0.033,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,203.0,141.0,0.0,0.0,0.0,0.0,0.0,9.0
0.15,1.05,0.21,0.025,0.008,0.57,0.36,0.033,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,183.0,0.0,52.0,0.0,0.0,0.0,0.0,19.0
0.15,1.05,0.21,0.025,0.008,0.57,0.36,0.033,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,183.0,0.0,52.0,0.0,0.0,0.0,0.0,20.0
0.15,1.05,0.21,0.025,0.008,0.57,0.36,0.033,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,183.0,0.0,52.0,0.0,0.0,0.0,0.0,22.0
0.15,1.05,0.21,0.025,0.008,0.57,0.36,0.033,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,183.0,0.0,52.0,0.0,0.0,0.0,0.0,23.5
0.15,1.05,0.21,0.025,0.008,0.57,0.36,0.033,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,183.0,0.0,52.0,0.0,0.0,0.0,0.0,25.0
0.15,1.05,0.21,0.025,0.008,0.57,0.36,0.033,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,183.0,0.0,52.0,0.0,0.0,0.0,0.0,24.0
0.15,1.05,0.21,0.025,0.008,0.57,0.36,0.033,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,183.0,0.0,52.0,0.0,0.0,0.0,0.0,19.0
0.13,1.09,0.38,0.012,0.01,1.13,0.46,0.06,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,178.0,142.0,0.0,0.0,0.0,0.0,0.0,21.5
0.13,1.09,0.38,0.012,0.01,1.13,0.46,0.06,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,178.0,142.0,0.0,0.0,0.0,0.0,0.0,22.4
0.13,1.09,0.38,0.012,0.01,1.13,0.46,0.06,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,178.0,142.0,0.0,0.0,0.0,0.0,0.0,23.1
0.13,1.09,0.38,0.012,0.01,1.13,0.46,0.06,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,178.0,142.0,0.0,0.0,0.0,0.0,0.0,19.6
0.13,1.09,0.38,0.012,0.01,1.13,0.46,0.06,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,178.0,142.0,0.0,0.0,0.0,0.0,0.0,25.6
0.13,1.09,0.38,0.012,0.01,1.13,0.46,0.06,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,178.0,142.0,0.0,0.0,0.0,0.0,0.0,24.6
0.13,1.09,0.38,0.012,0.01,1.13,0.46,0.06,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,178.0,142.0,0.0,0.0,0.0,0.0,0.0,24.1
0.8,5.0,0.6,0.0,0.0,20.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,152.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6
0.8,5.0,0.6,0.0,0.0,20.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,152.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9
0.8,5.0,0.6,0.0,0.0,20.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,152.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6
0.8,5.0,0.6,0.0,0.0,20.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,152.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8
0.8,5.0,0.6,0.0,0.0,20.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,152.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2
0.8,5.0,0.6,0.0,0.0,20.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,152.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
0.8,5.0,0.6,0.0,0.0,20.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,152.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3
0.8,5.0,0.6,0.0,0.0,20.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,152.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8
0.8,5.0,0.6,0.0,0.0,20.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,152.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6
0.8,5.0,0.6,0.0,0.0,20.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,2.2
0.8,5.0,0.6,0.0,0.0,20.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,6.4
0.8,5.0,0.6,0.0,0.0,20.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,9.6
